Respondent ID,1. How frequently do you use Jupyter?,2. How long have you been using Jupyter?,3. Python.,3. R.,3. Spark SQL.,3. SQL.,3. Java.,3. Scala.,3. C (and derivatives).,3. JavaScript.,3. NodeJS.,3. TypeScript.,3. PHP.,3. Ruby.,3. Go.,3. Rust.,3. Groovy.,3. Perl.,3. Julia.,3. I wrap/ use bindings for other languages.,3. My preferred language is not supported in Jupyter.,4. Data engineer.,4. Data scientist.,4. Scientist/ researcher.,4. Teacher/ lecturer.,4. Tutor/ teaching assistant.,4. Financial modeler/ analyst.,4. Business analyst.,4. Backend engineer.,4. Front end/ web development.,4. DevOps.,4. Database Admin (DBA).,4. Infrastructure engineer/ cloud architect.,4. Sysadmin.,4. Student.,5. JupyterLab.,5. Jupyter Notebook - Classic.,5. PyCharm.,5. Spyder.,5. RStudio.,5. nteract.,5. VS Code.,5. Zeppelin.,5. Sublime Text.,5. Atom.,5. Emacs.,5. Vim.,5. Ipython.,"6. Run directly on local machine (e.g. laptop, desktop).","6. Through a Python virtual environment (e.g. conda, virtualenv).",6. Through Docker.,6. HPC or on-premise server.,6. Cloud server (e.g. AWS EC2).,6. JupyterHub.,6. BinderHub / MyBinder.,"6. Cloud service - AWS (e.g. EMR, SageMaker).","6. Cloud service - Azure (e.g. Notebooks, ML Studio).",6. Cloud service - Databricks.,"6. Cloud service - Google (e.g. AI Platform, Dataproc).",6. Cloud service - IBM (e.g. Watson Studio).,6. Google Colab.,6. CoCalc.,"6. Mobile device (e.g. phone, tablet). Comments welcome.","6. Don’t know how, I just go to a URL.",7a1. Writing a software package. - How frequently do you perform this task?,7a2. Writing a software package. - Has Jupyter met your expectations for this use case?,7a3. Writing a software package. - Have alternative tools met your expectations for this use case?,7b1. Cleaning and preparing data. - How frequently do you perform this task?,7b2. Cleaning and preparing data. - Has Jupyter met your expectations for this use case?,7b3. Cleaning and preparing data. - Have alternative tools met your expectations for this use case?,7c1. Writing and running tests for software. - How frequently do you perform this task?,7c2. Writing and running tests for software. - Has Jupyter met your expectations for this use case?,7c3. Writing and running tests for software. - Have alternative tools met your expectations for this use case?,7d1. Building a machine learning or statistical model. - How frequently do you perform this task?,7d2. Building a machine learning or statistical model. - Has Jupyter met your expectations for this use case?,7d3. Building a machine learning or statistical model. - Have alternative tools met your expectations for this use case?,"7e1. Visualize data in charts, plots, or dashboards. - How frequently do you perform this task?","7e2. Visualize data in charts, plots, or dashboards. - Has Jupyter met your expectations for this use case?","7e3. Visualize data in charts, plots, or dashboards. - Have alternative tools met your expectations for this use case?","7f1. Creating content (e.g. blogs, books, education materials). - How frequently do you perform this task?","7f2. Creating content (e.g. blogs, books, education materials). - Has Jupyter met your expectations for this use case?","7f3. Creating content (e.g. blogs, books, education materials). - Have alternative tools met your expectations for this use case?","7g1. Documenting research (e.g. reports, scientific papers). - How frequently do you perform this task?","7g2. Documenting research (e.g. reports, scientific papers). - Has Jupyter met your expectations for this use case?","7g3. Documenting research (e.g. reports, scientific papers). - Have alternative tools met your expectations for this use case?","7h1. Run pipelines, workflows, or ETL (extract, transform, load) jobs. - How frequently do you perform this task?","7h2. Run pipelines, workflows, or ETL (extract, transform, load) jobs. - Has Jupyter met your expectations for this use case?","7h3. Run pipelines, workflows, or ETL (extract, transform, load) jobs. - Have alternative tools met your expectations for this use case?",7i1. Writing software documentation. - How frequently do you perform this task?,7i2. Writing software documentation. - Has Jupyter met your expectations for this use case?,7i3. Writing software documentation. - Have alternative tools met your expectations for this use case?,7j1. Finding extensions/ plugins to solve my problems. - How frequently do you perform this task?,7j2. Finding extensions/ plugins to solve my problems. - Has Jupyter met your expectations for this use case?,7j3. Finding extensions/ plugins to solve my problems. - Have alternative tools met your expectations for this use case?,7k1. Developing extensions/ plugins to solve my problems. - How frequently do you perform this task?,7k2. Developing extensions/ plugins to solve my problems. - Has Jupyter met your expectations for this use case?,7k3. Developing extensions/ plugins to solve my problems. - Have alternative tools met your expectations for this use case?,8. My local file system (e.g. files and folder on local machine).,"8. File system (e.g. HPC, EBS/EFS, JupyterHub volumes).","8. Cloud object storage (e.g. buckets, S3, Blob, GS).","8. SQL (e.g. PostgreSQL, MySQL).",8. SQL - embedded (e.g. SQLite).,"8. NoSQL - columnar store (e.g. Parquet, Arrow, HDFS, BigQuery).","8. NoSQL - document store (e.g. MongoDB, Elasticsearch, DynamoDB).","8. Graph database (e.g. Neo4j, TigerGraph).",8. Time Series (e.g. InfluxDB).,"8. Pub/ sub (e.g. Apache Kafka, Druid).","8. Key value (e.g. Redis, MemcacheDB).",8. Google Sheets.,8. Industry or field specific APIs.,8. Streaming.,"9. Tabular (e.g. csv, spreadsheet, SQL tables, Parquet).",9. Images.,"9. Tensors (e.g. manually handling PyTorch, Tensorflow inputs).","9. Nested (e.g. JSON, NoSQL document).",9. Hierarchical Data Format (e.g. HDF5 or similar).,9. Time series.,9. Text.,9. Audio.,9. Video.,9. 3D/ CAD.,"9. Graph (e.g. nodes, edges).","9. Spatial/ geographic (e.g. coordinates, GIS).",9. Game/ reinforcement simulation.,9. Industry-specific file formats.,10a. Data is too big to fit into memory on my machine/ server.,10b. Lost data during failure or restart of kernel/ server.,10c. Can’t see a list of my current variables.,10d. No grid view for manipulating/ filtering dataframes and arrays.,"10e. Poor MVC/ ORM integrations (e.g. Django, Flask).",10f. Plaintext or environment variable management of database passwords/ keys/ secrets.,11. I am not performing ML/statistical tasks.,11. Regression; predict a numeric output.,11. Classification; predict a categorical output.,11. Generative/ auto-encode; create new data based on existing data.,11. Reinforcement learning; actions that maximize a reward.,"11. Dimensionality reduction (e.g. PCA, K-Nearest Neighbors).","11. Feature engineering (e.g. importance, extraction, selection, permutation).",11. Natural language processing (NLP).,11. Graph data science.,11. Outlier detection.,12. I don't create dashboards.,12. I write my own in HTML & JS.,12. R Shiny.,12. Kibana.,12. Dash-Plotly.,12. Voila.,12. Tableau.,12. Looker.,12. Klipfolio.,12. Google Data Studio.,12. Spotfire.,12. Grafana,13a. No built-in UI for creating charts.,13b. Can't publish my charts as web-based dashboards.,13c. Poor/ buggy support for my plotting tool.,"13d. Difficulty displaying highly dimensional data (e.g. array of array of arrays, too many rows/ columns to fit on screen).",13e. Lacking templating support (e.g. Jinja2).,14. They run just fine on my local machine.,"14. I need to scale, but don't know how.",14. Server - on premise HPC/ data center.,14. Server - cloud (e.g. AWS EC2).,"14. Cloud ML/ AI (e.g. AWS SageMaker, IBM Wastson Studio).",14. Cluster - Spark and/ Hadoop.,14. Cluster - Dask.,"14. Cluster - Kubernetes (or similar e.g. Mesos, Swarm, Slurm).",14. Cluster - Jupyter Enterprise Gateway.,14. Jupyter BinderHub.,14. Quantum (e.g. D-Wave).,14. Horovod.,14. Kubeflow.,14. Snakemake.,14. Papermill.,"14. CWL, Nextflow, and/ or WDL.",14. Apache Airflow.,14. Prefect.,14. Cloud pipelines (e.g. AWS Batch).,"14. Cloud queries (e.g. AWS Presto, AWS Athena).",15a. Figuring out how to schedule batch execution of notebook-based jobs.,15b. Don’t have the budget for more scalable environment/ cloud services.,"15c. Haven’t divided longer notebooks into multiple, modular notebooks.",15d. Not persisting the outputs of a notebook.,15e. Machine learning training jobs take too long.,15f. Can't call code/ modules from other notebooks.,15g. Difficulty managing Spark dependencies (Java).,"16. When it comes to working on notebooks in a team setting, with how many other people are you collaborating?",17. I am not working with other people.,17. Share knowledge.,17. Feedback about my writing.,17. Feedback about my code.,17. Formal code review.,17. Integrate my code/ data with their downstream or upstream processes.,17. Edit/ contribute some of their own code.,17. Edit/ contribute some of their own writing.,17. Teach/ tutor them.,17. Peer programming,17. Deploy my code/ model/ pipeline/ dashboard.,18a. How long have you been working together?,18b. How frequently do you work together?,18c. How do you divide the work?,"19a. Don't know what dependencies (versions of language, packages, extensions) a notebook uses.",19b. Don't know/ have the data a notebook is supposed to use.,19c. Poor support for our version control (git) system.,19d. No built-in way to publish my notebook to a shared location.,19e. Not being able to comment on notebooks.,"19f. No ""track changes;"" can't figure out what changed between notebook checkpoints/ versions.","20a. Poor autocompletion (e.g. LSP, show methods/ attributes).",20b. No native desktop app.,20c. Can't collapse sections of a notebook hierarchically.,20d. Can't see hidden `.` files in file browser.,20e. Don't know which cell failed in long notebook.,20f. No progress bar for running long notebooks.,20g. No global search.,"20h. No modes for editing other Jupyter documents (e.g. MyST, Jupyter Book).","20i. No marketplace for Extensions (e.g. 5 star ratings, browsable categories)."
12390574951,Daily - heavy usage; 3+ hours per day.,2+ years.,Python.,R.,,,,,,,,,,,,,,,,,,,Data scientist.,,,,,Business analyst.,,,,,,,,JupyterLab.,Jupyter Notebook - Classic.,,,,,VS Code.,,,,,,,,"Through a Python virtual environment (e.g. conda, virtualenv).",,,,JupyterHub.,,,,,,,,,,,Every few months.,Neutral.,Yes.,Daily.,Yes.,Yes.,Monthly.,No.,Yes.,Weekly.,Yes.,Neutral.,Daily.,Yes.,Yes.,Weekly.,Yes.,Yes.,Weekly.,Yes.,Yes.,Daily.,Yes.,Yes.,Monthly.,Yes.,Yes.,Weekly.,Yes.,Yes.,Never.,Does not apply.,Does not apply.,,"File system (e.g. HPC, EBS/EFS, JupyterHub volumes).",,"SQL (e.g. PostgreSQL, MySQL).",,,,,,,,,,,"Tabular (e.g. csv, spreadsheet, SQL tables, Parquet).",,,"Nested (e.g. JSON, NoSQL document).",,,Text.,,,,,,,,(4) Critical.,(4) Critical.,(0) Not a problem for me.,(0) Not a problem for me.,(1) Trivial.,(2) Minor.,,Regression; predict a numeric output.,Classification; predict a categorical output.,,,,"Feature engineering (e.g. importance, extraction, selection, permutation).",,,Outlier detection.,,,,,,,,,,,,,(3) Major.,(1) Trivial.,(3) Major.,(3) Major.,(2) Minor.,,,Server - on premise HPC/ data center.,,,,Cluster - Dask.,,,,,,,,Papermill.,,Apache Airflow.,,,,(3) Major.,"N/A - skip, don't know.",(0) Not a problem for me.,(0) Not a problem for me.,(1) Trivial.,(0) Not a problem for me.,"N/A - skip, don't know.",10,,Share knowledge.,,Feedback about my code.,Formal code review.,,,,,,,1-2 years.,Weekly.,"We work on the same project, but different parts.",(0) Not a problem for me.,(0) Not a problem for me.,(1) Trivial.,(2) Minor.,(4) Critical.,(2) Minor.,(2) Minor.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(1) Trivial.,(2) Minor.,(1) Trivial.,(2) Minor.
12390517687,Weekly.,2+ years.,Python.,,,,,,,,,,,,,,,,,,,Data engineer.,Data scientist.,,,,,,,,,,,,,,Jupyter Notebook - Classic.,,,RStudio.,,VS Code.,,,,,,,"Run directly on local machine (e.g. laptop, desktop).","Through a Python virtual environment (e.g. conda, virtualenv).",,,,,,,,,,,Google Colab.,,,,Every few months.,Neutral.,Yes.,Weekly.,Yes.,Yes.,Every few months.,No.,Yes.,Monthly.,Yes.,Yes.,Weekly.,Yes.,Neutral.,Every few months.,Neutral.,Yes.,Every few months.,Neutral.,Neutral.,Weekly.,Yes.,No.,Never.,No.,Yes.,Monthly.,Yes.,Yes.,Every few months.,Neutral.,Yes.,My local file system (e.g. files and folder on local machine).,,"Cloud object storage (e.g. buckets, S3, Blob, GS).",,,,"NoSQL - document store (e.g. MongoDB, Elasticsearch, DynamoDB).",,,,,,,,"Tabular (e.g. csv, spreadsheet, SQL tables, Parquet).",,,,,,,,,,"Graph (e.g. nodes, edges).","Spatial/ geographic (e.g. coordinates, GIS).",,,(4) Critical.,(4) Critical.,(0) Not a problem for me.,(1) Trivial.,(1) Trivial.,(1) Trivial.,,Regression; predict a numeric output.,Classification; predict a categorical output.,,,,"Feature engineering (e.g. importance, extraction, selection, permutation).",,,,,I write my own in HTML & JS.,,,Dash-Plotly.,,,,,,,,(2) Minor.,(3) Major.,(4) Critical.,(4) Critical.,"N/A - skip, don't know.", They run just fine on my local machine.,,Server - on premise HPC/ data center.,,,,,,,,,,,,,,,,,"Cloud queries (e.g. AWS Presto, AWS Athena).",(4) Critical.,(4) Critical.,(2) Minor.,(2) Minor.,(2) Minor.,(1) Trivial.,(1) Trivial.,10,,Share knowledge.,,,Formal code review.,,,,,Peer programming.,,6 - 12 months.,A few times a month.,"We work on the same project, but different parts.",(1) Trivial.,(1) Trivial.,(1) Trivial.,(3) Major.,(3) Major.,(4) Critical.,(4) Critical.,(2) Minor.,(3) Major.,(1) Trivial.,(1) Trivial.,(4) Critical.,(4) Critical.,(2) Minor.,(3) Major.
12390416984,Monthly.,2+ years.,Python.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student.,JupyterLab.,Jupyter Notebook - Classic.,,,,,,,,,,,,"Run directly on local machine (e.g. laptop, desktop).",,,,,JupyterHub.,BinderHub / MyBinder.,,,,,,,,,,,,,,,,,,,,,,Monthly.,Yes.,Neutral.,,,,Monthly.,Yes.,Does not apply.,,,,,,,,,,,,,My local file system (e.g. files and folder on local machine).,,,,,,,,,,,Google Sheets.,,,"Tabular (e.g. csv, spreadsheet, SQL tables, Parquet).",Images.,,,,,Text.,,,,,,,,(0) Not a problem for me.,(1) Trivial.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,,,,,,,,,Graph data science.,,,,,,Dash-Plotly.,,,,,,,,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me., They run just fine on my local machine.,,,,,,,,,Jupyter BinderHub.,,,,,,,,,,,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,0,,,,Feedback about my code.,,,,,Teach/ tutor them.,Peer programming.,,I am not collaborating.,I am not collaborating.,I am not collaborating.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,N/A - skip.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.
12389819517,Weekly.,2+ years.,Python.,,,,,,,,,,,,,,,,,,,,,Scientist/ researcher.,,,,,,,,,,,,JupyterLab.,,,,,,,,,,Emacs.,,,"Run directly on local machine (e.g. laptop, desktop).",,,,,,,,,,,,,,,,Monthly.,No.,Yes.,Weekly.,Yes.,Yes.,Weekly.,No.,No.,Monthly.,Yes.,Yes.,Weekly.,Yes.,No.,Weekly.,No.,Yes.,Weekly.,Yes.,Yes.,Monthly.,No.,No.,Monthly.,Yes.,Yes.,Every few months.,Yes.,Yes.,Never.,Does not apply.,Does not apply.,My local file system (e.g. files and folder on local machine).,,,,,"NoSQL - columnar store (e.g. Parquet, Arrow, HDFS, BigQuery).",,,,,,,,,,Images.,,,Hierarchical Data Format (e.g. HDF5 or similar).,Time series.,,,,,,,,,(2) Minor.,(0) Not a problem for me.,(2) Minor.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,,Regression; predict a numeric output.,Classification; predict a categorical output.,,,"Dimensionality reduction (e.g. PCA, K-Nearest Neighbors).",,,,Outlier detection.,I don't create dashboards.,,,,,,,,,,,,(2) Minor.,(0) Not a problem for me.,(3) Major.,(3) Major.,(2) Minor., They run just fine on my local machine.,,Server - on premise HPC/ data center.,,,,Cluster - Dask.,,,,,,,,,,,,,,(0) Not a problem for me.,(0) Not a problem for me.,(2) Minor.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,10,,Share knowledge.,,Feedback about my code.,,,,,,,,2+ years.,Weekly.,"We work on the same project, but different parts.",(0) Not a problem for me.,(2) Minor.,(3) Major.,(1) Trivial.,(2) Minor.,(3) Major.,(3) Major.,(0) Not a problem for me.,(2) Minor.,(2) Minor.,(1) Trivial.,(0) Not a problem for me.,(1) Trivial.,(0) Not a problem for me.,(2) Minor.
12389393327,Weekly.,2+ years.,Python.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Student.,JupyterLab.,,,,,,VS Code.,,,,,,,"Run directly on local machine (e.g. laptop, desktop).",,,,,,,,,,,,,,,,Daily.,No.,Yes.,Monthly.,Yes.,Does not apply.,Never.,Does not apply.,Does not apply.,Never.,Does not apply.,Does not apply.,Monthly.,Neutral.,No.,Never.,Does not apply.,Does not apply.,Every few months.,Yes.,Neutral.,Never.,Does not apply.,Does not apply.,Weekly.,Yes.,Yes.,Every few months.,Neutral.,Does not apply.,Daily.,Yes.,Neutral.,My local file system (e.g. files and folder on local machine).,,,,,,,,,,,,,,"Tabular (e.g. csv, spreadsheet, SQL tables, Parquet).",,,,,Time series.,,,,,,,,,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,"N/A - skip, don't know.","N/A - skip, don't know.",(0) Not a problem for me.,I am not performing ML/statistical tasks.,,,,,,,,,,I don't create dashboards.,,,,,,,,,,,,"N/A - skip, don't know.",(0) Not a problem for me.,"N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.", They run just fine on my local machine.,,,,,,,,,,,,,,,,,,,,"N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.",0,,Share knowledge.,,,,,,,,,,I am not collaborating.,I am not collaborating.,I am not collaborating.,(3) Major.,(0) Not a problem for me.,(2) Minor.,(0) Not a problem for me.,"N/A - skip, don't know.","N/A - skip, don't know.",(2) Minor.,(3) Major.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(2) Minor.
12389307029,Weekly.,6-12 months.,Python.,,,,,,,,,,,,,,,,,,,,,,,,,,,Front end/ web development.,,,,,Student.,JupyterLab.,,PyCharm.,,,,VS Code.,,,,,,,"Run directly on local machine (e.g. laptop, desktop).","Through a Python virtual environment (e.g. conda, virtualenv).",,,,,,,,,,,,,,,,,,Weekly.,Yes.,,,,,Monthly.,Yes.,,Weekly.,Yes.,Neutral.,,,,Monthly.,Yes.,,,,,,,,,,,,,,My local file system (e.g. files and folder on local machine).,,,,,,,,,,,,,,"Tabular (e.g. csv, spreadsheet, SQL tables, Parquet).",,,,,,Text.,,,,,,,,(0) Not a problem for me.,(1) Trivial.,(3) Major.,(2) Minor.,(0) Not a problem for me.,(0) Not a problem for me.,,Regression; predict a numeric output.,Classification; predict a categorical output.,,,,,Natural language processing (NLP).,,,I don't create dashboards.,,,,,,,,,,,,(1) Trivial.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me., They run just fine on my local machine.,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,Share knowledge.,,,,,,,Teach/ tutor them.,,,Less than 6 months.,Weekly.,We work on the same part of the same project together.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(3) Major.,,(2) Minor.,(3) Major.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,(2) Minor.,(2) Minor.,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.
12389198505,I no longer use Jupyter.,Less than 6 months.,Python.,,,,,,,JavaScript.,,,,,,,,,,,,,,,,,,,,,,,,,Student.,,Jupyter Notebook - Classic.,,,,,VS Code.,,Sublime Text.,,,,,"Run directly on local machine (e.g. laptop, desktop).",,,,,JupyterHub.,,,,,,,,,,,,,,,,,,,,,,,Every few months.,Yes.,Neutral.,,,,,,,,,,,,,,,,,,,My local file system (e.g. files and folder on local machine).,"File system (e.g. HPC, EBS/EFS, JupyterHub volumes).",,,,,,"Graph database (e.g. Neo4j, TigerGraph).",,,,,,,,,,,,,,,,,"Graph (e.g. nodes, edges).",,,,(0) Not a problem for me.,(0) Not a problem for me.,(0) Not a problem for me.,"N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.",,,,,,,,,Graph data science.,,,I write my own in HTML & JS.,,,,,,,,,,,(1) Trivial.,(0) Not a problem for me.,"N/A - skip, don't know.",(0) Not a problem for me.,"N/A - skip, don't know.", They run just fine on my local machine.,,,,,,,,,,,,,,,,,,,,"N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.",(0) Not a problem for me.,"N/A - skip, don't know.","N/A - skip, don't know.",0,I am not working with other people.,,,,,,,,,,,I am not collaborating.,I am not collaborating.,I am not collaborating.,"N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.",N/A - skip.,N/A - skip.,N/A - skip.,N/A - skip.,N/A - skip.,N/A - skip.,N/A - skip.,N/A - skip.,N/A - skip.
12389031078,I have never used Jupyter.,I don't use Jupyter.,Python.,,,,Java.,,C (and derivatives).,,,,,,,,,,,,,,,,,,,,,,,,,,Student.,,,PyCharm.,,,,VS Code.,,,,,,,"Run directly on local machine (e.g. laptop, desktop).",,,,,,,,,,,,,,,,Never.,Does not apply.,Does not apply.,Never.,Does not apply.,Does not apply.,Never.,Does not apply.,Does not apply.,Monthly.,Does not apply.,Does not apply.,Never.,Does not apply.,Does not apply.,Monthly.,Does not apply.,Does not apply.,Never.,Does not apply.,Does not apply.,Never.,Does not apply.,Does not apply.,Never.,Does not apply.,Does not apply.,Never.,Does not apply.,Does not apply.,Every few months.,Does not apply.,Does not apply.,My local file system (e.g. files and folder on local machine).,,,,,,,,,,,,,,,Images.,,,,,,Audio.,,,,,,,"N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.",,,,Generative/ auto-encode; create new data based on existing data.,Reinforcement learning; actions that maximize a reward.,,,,,,I don't create dashboards.,,,,,,,,,,,,"N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.", They run just fine on my local machine.,,,,,,,,,,,,,,,,,,,,"N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.",0,I am not working with other people.,,,,,,,,,,,I am not collaborating.,I am not collaborating.,I am not collaborating.,"N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.","N/A - skip, don't know.",N/A - skip.,N/A - skip.,N/A - skip.,N/A - skip.,N/A - skip.,N/A - skip.,N/A - skip.,N/A - skip.,N/A - skip.
12388666371,Monthly.,2+ years.,Python.,,,,,,,,,,,,,,,,,,,Data engineer.,,,,"Tutor/ teaching assistant.
",,,,,,,,,,,Jupyter Notebook - Classic.,,,,,,,,,,Vim.,,,"Through a Python virtual environment (e.g. conda, virtualenv).",,,,,,,,,,,Google Colab.,,,,Never.,Does not apply.,Does not apply.,Monthly.,Yes.,Neutral.,Monthly.,Neutral.,Neutral.,Monthly.,Neutral.,Yes.,Weekly.,Yes.,Yes.,Never.,,,Weekly.,Yes.,Yes.,Monthly.,Neutral.,Yes.,Never.,,,Weekly.,Neutral.,Neutral.,Never.,,,My local file system (e.g. files and folder on local machine).,,,,,,,"Graph database (e.g. Neo4j, TigerGraph).",Time Series (e.g. InfluxDB).,,,,,,,Images.,,,,,Text.,,Video.,,,,,,(4) Critical.,(2) Minor.,(0) Not a problem for me.,(3) Major.,(0) Not a problem for me.,(2) Minor.,,,Classification; predict a categorical output.,,,,"Feature engineering (e.g. importance, extraction, selection, permutation).",Natural language processing (NLP).,Graph data science.,,,,,,Dash-Plotly.,,,,,,,,(0) Not a problem for me.,(2) Minor.,(0) Not a problem for me.,(3) Major.,(0) Not a problem for me., They run just fine on my local machine.,"I need to scale, but don't know how.",,,,,,,,,,,,,,,,,,,(0) Not a problem for me.,(3) Major.,(2) Minor.,(1) Trivial.,,(2) Minor.,"N/A - skip, don't know.",10,I am not working with other people.,Share knowledge.,,,,,,,,,,2+ years.,2+ times per week.,"We work on the same project, but different parts.",(0) Not a problem for me.,(2) Minor.,(3) Major.,(3) Major.,(4) Critical.,(4) Critical.,(2) Minor.,(2) Minor.,(4) Critical.,(0) Not a problem for me.,(3) Major.,(2) Minor.,(4) Critical.,(3) Major.,(2) Minor.
12388502670,Weekly.,1-2 years.,Python.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JupyterLab.,Jupyter Notebook - Classic.,,Spyder.,,,,,,,,,,,"Through a Python virtual environment (e.g. conda, virtualenv).",,,,JupyterHub.,,,,,,,,,,,Every few months.,Neutral.,Neutral.,Monthly.,Yes.,Yes.,Weekly.,Yes.,Yes.,Every few months.,Neutral.,Neutral.,Weekly.,Yes.,Yes.,Monthly.,Yes.,Yes.,Every few months.,Yes.,Yes.,Every few months.,Neutral.,Neutral.,Weekly.,Yes.,Yes.,Monthly.,Neutral.,Neutral.,Never.,Does not apply.,Does not apply.,My local file system (e.g. files and folder on local machine).,,,"SQL (e.g. PostgreSQL, MySQL).",SQL - embedded (e.g. SQLite).,,,,,,,,,,"Tabular (e.g. csv, spreadsheet, SQL tables, Parquet).",,,,,Time series.,,,,,,,,Industry-specific file formats.,(0) Not a problem for me.,"N/A - skip, don't know.",(3) Major.,(3) Major.,"N/A - skip, don't know.",(2) Minor.,,,,,,,"Feature engineering (e.g. importance, extraction, selection, permutation).",,Graph data science.,Outlier detection.,I don't create dashboards.,,,,,,,,,,,,(3) Major.,(0) Not a problem for me.,"N/A - skip, don't know.",(2) Minor.,"N/A - skip, don't know.", They run just fine on my local machine.,,,,,,,,,,,,,,,,,,,,"N/A - skip, don't know.","N/A - skip, don't know.",(2) Minor.,"N/A - skip, don't know.","N/A - skip, don't know.",(2) Minor.,"N/A - skip, don't know.",10,,Share knowledge.,,,,Integrate my code/ data with their downstream or upstream processes.,,,,Peer programming.,,2+ years.,Weekly.,"We work on the same project, but different parts.",(2) Minor.,(2) Minor.,"N/A - skip, don't know.",(1) Trivial.,(2) Minor.,(3) Major.,(3) Major.,(2) Minor.,(2) Minor.,N/A - skip.,(1) Trivial.,(1) Trivial.,(2) Minor.,N/A - skip.,(0) Not a problem for me.
